very conservative,conservative,moderate,liberal,veryliberal,great deal,fair amount,not very much,none at all,The new york times,The wall street journal,USA Today,The washington post,Fox News,Breitbart,CNN,Buzzfeed news,Huffington post,Time,U.S.News & World Report,yes,no,Decrease trust,Increase trust,no change,strongly approve,somewhat approve,somewhat disapprove,strongly disapprove,18-29,30-44,45-59,60+,female,male,$0 to $9.999,$10.000 to $24.999,$25.000 to $49.999,$50.000 to $74.999,$75.000 to $99.999,$100.000 to $124.999,125.000 to $149.999,$150.000 to $174.999,$175.000 to $199.999,$200.000 and up,Prefer not to answer,New England,Middle Atlantic,East North Central,West North Central,South Atlantic,East South Central,West South Central,Mountain,Pacific,iOS Phone / Tablet,Android Phone / Tablet,Other Phone / Tablet,Windows Desktop / Laptop,MacOS Desktop / Laptop,Other Phone / Tablet
conservative,not very much,The washington post,no,Increase trust,strongly approve,45-59,male,$100.000 to $124.999,Pacific
moderate,none at all,no,no,no change,somewhat approve,45-59,female,$75.000 to $99.999,Pacific
moderate,fair amount,no,no,Increase trust,strongly disapprove,60+,male,$100.000 to $124.999,Pacific
liberal,great deal,The new york times,no,Increase trust,strongly disapprove,45-59,female,125.000 to $149.999,West North Central
conservative,fair amount,The new york times,no,Increase trust,somewhat approve,30-44,female,125.000 to $149.999,Pacific
moderate,not very much,CNN,no,Increase trust,strongly disapprove,60+,female,$75.000 to $99.999,East North Central
very conservative,fair amount,Fox News,no,Increase trust,somewhat approve,60+,female,Prefer not to answer,East North Central
moderate,fair amount,The new york times,no,Increase trust,somewhat approve,45-59,female,$200.000 and up,East North Central
liberal,fair amount,The new york times,yes,Increase trust,somewhat disapprove,45-59,male,$75.000 to $99.999,West North Central
moderate,fair amount,USA Today,no,no change,strongly disapprove,30-44,female,$75.000 to $99.999,East North Central
moderate,fair amount,Huffington post,no,Increase trust,strongly disapprove,60+,female,$25.000 to $49.999,Pacific
veryliberal,not very much,The new york times,yes,Increase trust,strongly disapprove,60+,male,$100.000 to $124.999,South Atlantic
conservative,not very much,The washington post,no,Increase trust,strongly approve,45-59,male,Prefer not to answer,Mountain
conservative,not very much,Breitbart,yes,Increase trust,strongly approve,60+,male,Prefer not to answer,East North Central
conservative,not very much,Fox News,no,Increase trust,somewhat approve,60+,male,$50.000 to $74.999,West North Central
liberal,none at all,yes,yes,Increase trust,strongly disapprove,60+,female,Prefer not to answer,Pacific
very conservative,none at all,Fox News,no,no change,strongly approve,60+,male,Prefer not to answer,West North Central
liberal,none at all,no,no,no change,somewhat disapprove,30-44,female,$10.000 to $24.999,Middle Atlantic
conservative,none at all,Fox News,no,Increase trust,somewhat disapprove,45-59,female,$75.000 to $99.999,East North Central
moderate,fair amount,The new york times,no,Increase trust,strongly disapprove,45-59,female,$50.000 to $74.999,West South Central
moderate,fair amount,The new york times,yes,Increase trust,strongly disapprove,60+,male,$200.000 and up,New England
very conservative,not very much,no,no,Increase trust,strongly approve,45-59,female,Prefer not to answer,Middle Atlantic
very conservative,fair amount,Breitbart,no,Increase trust,strongly approve,60+,female,$10.000 to $24.999,South Atlantic
moderate,not very much,The new york times,no,Increase trust,somewhat approve,45-59,female,$75.000 to $99.999,West South Central
moderate,great deal,The new york times,no,Increase trust,strongly disapprove,60+,female,$50.000 to $74.999,Pacific
veryliberal,fair amount,The new york times,no,Increase trust,strongly disapprove,60+,female,125.000 to $149.999,West North Central
moderate,fair amount,The new york times,no,Increase trust,strongly disapprove,30-44,female,$25.000 to $49.999
veryliberal,fair amount,The new york times,no,Increase trust,strongly disapprove,45-59,female,$200.000 and up,South Atlantic
moderate,fair amount,The new york times,no,Increase trust,strongly disapprove,60+,female,$25.000 to $49.999,Pacific
conservative,not very much,USA Today,yes,no change,strongly approve,60+,female,$25.000 to $49.999,East North Central
moderate,great deal,The new york times,no,Increase trust,strongly disapprove,45-59,male,$200.000 and up,Pacific
moderate,fair amount,The new york times,yes,Increase trust,strongly disapprove,60+,female,Prefer not to answer,Pacific
moderate,none at all,The wall street journal,no,Increase trust,somewhat approve,60+,female,$100.000 to $124.999,Mountain
conservative,none at all,The wall street journal,no,no change,strongly approve,45-59,female,125.000 to $149.999,East North Central
liberal,fair amount,CNN,no,Increase trust,somewhat disapprove,45-59,female,$50.000 to $74.999,New England
liberal,fair amount,The new york times,no,Increase trust,somewhat disapprove,60+,female,$50.000 to $74.999,West South Central
moderate,fair amount,The new york times,no,Increase trust,strongly disapprove,30-44,female,$25.000 to $49.999,Pacific
conservative,not very much,Fox News,no,Increase trust,somewhat approve,45-59,male,$50.000 to $74.999,New England
conservative,not very much,Fox News,no,Increase trust,strongly approve,60+,female,$50.000 to $74.999,Middle Atlantic
veryliberal,great deal,The new york times,yes,Increase trust,strongly disapprove,60+,female,$200.000 and up,East North Central
veryliberal,fair amount,The new york times,no,Increase trust,strongly disapprove,30-44,female,Prefer not to answer,Pacific
conservative,not very much,Fox News,no,Increase trust,somewhat approve,60+,female,$25.000 to $49.999,West North Central
liberal,fair amount,The new york times,no,Increase trust,strongly disapprove,30-44,female,$100.000 to $124.999,New England
conservative,none at all,The wall street journal,no,Increase trust,somewhat approve,45-59,male,$50.000 to $74.999,New England
liberal,none at all,no,no,Increase trust,strongly disapprove,30-44,female,$50.000 to $74.999,New England
veryliberal,fair amount,The new york times,yes,Increase trust,strongly disapprove,45-59,female,$50.000 to $74.999,East North Central
moderate,great deal,The new york times,no,no change,strongly disapprove,45-59,female,$50.000 to $74.999,South Atlantic
conservative,fair amount,no,no,no change,somewhat disapprove,60+,female,Prefer not to answer,West North Central
very conservative,none at all,The wall street journal,yes,Increase trust,strongly approve,60+,male,$100.000 to $124.999,South Atlantic
liberal,great deal,The new york times,yes,Increase trust,strongly disapprove,60+,male,$75.000 to $99.999,East North Central
moderate,not very much,U.S.News & World Report,no,Increase trust,somewhat disapprove,18-29,female,$25.000 to $49.999,East North Central
moderate,none at all,no,no,no change,somewhat approve,60+,male,$50.000 to $74.999,East North Central
liberal,not very much,The wall street journal,no,Increase trust,strongly disapprove,45-59,female,$50.000 to $74.999,Pacific
moderate,not very much,no,no,Increase trust,somewhat disapprove,45-59,female,$50.000 to $74.999,Pacific
veryliberal,great deal,The new york times,no,Increase trust,strongly disapprove,18-29,female,$0 to $9.999,South Atlantic
moderate,none at all,Fox News,no,Increase trust,somewhat approve,60+,male,$50.000 to $74.999,East North Central
veryliberal,fair amount,The new york times,no,Increase trust,strongly disapprove,18-29,female,$25.000 to $49.999,South Atlantic
veryliberal,fair amount,The new york times,no,Increase trust,strongly disapprove,30-44,female,$50.000 to $74.999,East North Central
conservative,fair amount,Fox News,no,Increase trust,somewhat approve,30-44,female,$10.000 to $24.999,West South Central
liberal,not very much,CNN,yes,Increase trust,strongly disapprove,60+,female,$25.000 to $49.999,East North Central
moderate,not very much,The wall street journal,no,Increase trust,somewhat approve,60+,female,Prefer not to answer,South Atlantic
liberal,fair amount,The new york times,no,Increase trust,somewhat approve,30-44,male,$50.000 to $74.999
liberal,fair amount,Fox News,no,no change,strongly approve,60+,female,$10.000 to $24.999,Middle Atlantic
moderate,fair amount,The wall street journal,yes,no change,strongly disapprove,60+,male,$10.000 to $24.999,East North Central
moderate,not very much,The wall street journal,yes,Increase trust,strongly disapprove,60+,male,125.000 to $149.999,East North Central
veryliberal,not very much,The new york times,no,Increase trust,strongly disapprove,45-59,female,$100.000 to $124.999,East South Central
moderate,not very much,U.S.News & World Report,no,no change,somewhat approve,45-59,female,$75.000 to $99.999,West North Central
moderate,great deal,Fox News,no,Increase trust,strongly disapprove,60+,female,$10.000 to $24.999,Pacific
liberal,fair amount,CNN,no,Decrease trust,strongly disapprove,45-59,female,$200.000 and up,West South Central
moderate,fair amount,The new york times,no,Increase trust,strongly disapprove,45-59,female,Prefer not to answer,New England
moderate,not very much,The wall street journal,no,Increase trust,strongly disapprove,60+,female,Prefer not to answer,Middle Atlantic
liberal,fair amount,The new york times,no,Increase trust,somewhat disapprove,30-44,female,$175.000 to $199.999,Pacific
conservative,fair amount,The new york times,no,Increase trust,somewhat approve,30-44,male,$75.000 to $99.999,East North Central
liberal,not very much,The new york times,no,Increase trust,strongly disapprove,60+,male,$100.000 to $124.999,Pacific
conservative,fair amount,The new york times,no,no change,somewhat approve,45-59,female,Prefer not to answer,South Atlantic
moderate,fair amount,Fox News,no,Increase trust,somewhat approve,30-44,female,$25.000 to $49.999,Middle Atlantic
liberal,fair amount,The washington post,no,Increase trust,strongly disapprove,30-44,female,$50.000 to $74.999,South Atlantic
liberal,fair amount,The new york times,no,Increase trust,strongly disapprove,30-44,female,$25.000 to $49.999,South Atlantic
conservative,none at all,Fox News,no,Increase trust,strongly approve,30-44,male,$25.000 to $49.999,South Atlantic
conservative,fair amount,no,no,Increase trust,strongly disapprove,60+,female,125.000 to $149.999,West South Central
liberal,not very much,The new york times,no,Increase trust,strongly disapprove,30-44,female,$25.000 to $49.999,Pacific
liberal,fair amount,CNN,no,Decrease trust,strongly disapprove,18-29,female,Prefer not to answer,Mountain
liberal,fair amount,The new york times,no,Increase trust,strongly disapprove,45-59,female,$75.000 to $99.999,East North Central
liberal,fair amount,The new york times,no,Increase trust,strongly disapprove,45-59,female,$75.000 to $99.999,Mountain
moderate,great deal,The washington post,yes,Increase trust,strongly disapprove,60+,female,Prefer not to answer,East North Central
liberal,not very much,The new york times,no,Increase trust,strongly disapprove,18-29,female,$25.000 to $49.999,Middle Atlantic
conservative,none at all,Fox News,no,no change,strongly approve,45-59,female,$50.000 to $74.999,Middle Atlantic
conservative,fair amount,Fox News,no,Increase trust,somewhat disapprove,60+,female,$10.000 to $24.999,East North Central
moderate,fair amount,The new york times,no,Increase trust,strongly disapprove,60+,female,$50.000 to $74.999,East North Central
moderate,fair amount,The new york times,no,Increase trust,strongly disapprove,60+,female,$175.000 to $199.999,Pacific
moderate,fair amount,The new york times,yes,Increase trust,strongly disapprove,60+,female,$75.000 to $99.999,Middle Atlantic
veryliberal,great deal,The new york times,no,Increase trust,strongly disapprove,18-29,male,$50.000 to $74.999,East North Central
moderate,fair amount,The new york times,no,Decrease trust,strongly disapprove,18-29,female,$75.000 to $99.999,East North Central
liberal,not very much,The washington post,no,Increase trust,strongly disapprove,45-59,female,$75.000 to $99.999,West North Central
liberal,not very much,The new york times,no,no change,strongly disapprove,30-44,female,Prefer not to answer,New England
moderate,fair amount,The new york times,no,Increase trust,strongly disapprove,60+,male,$75.000 to $99.999,West South Central
moderate,great deal,The new york times,no,Increase trust,somewhat disapprove,60+,female,$10.000 to $24.999,New England
veryliberal,fair amount,The new york times,no,Increase trust,strongly disapprove,45-59,female,$200.000 and up,Pacific
veryliberal,none at all,Fox News,no,no change,somewhat approve,18-29,female,Prefer not to answer,New England
liberal,fair amount,The new york times,no,Increase trust,strongly disapprove,60+,male,$10.000 to $24.999,East North Central
moderate,fair amount,The wall street journal,no,Increase trust,strongly disapprove,45-59,male,$200.000 and up,East North Central
moderate,great deal,The washington post,yes,Increase trust,strongly disapprove,60+,female,Prefer not to answer,East North Central
moderate,not very much,no,no,Increase trust,somewhat disapprove,45-59,male,125.000 to $149.999,Pacific
liberal,fair amount,The new york times,no,Increase trust,strongly disapprove,60+,female,$200.000 and up,Middle Atlantic
conservative,fair amount,Fox News,no,no change,strongly disapprove,60+,male,$25.000 to $49.999,East North Central
liberal,not very much,The new york times,no,Increase trust,strongly disapprove,30-44,female,$50.000 to $74.999,Pacific
moderate,fair amount,The wall street journal,no,Increase trust,strongly disapprove,45-59,female,$100.000 to $124.999,South Atlantic
moderate,fair amount,USA Today,no,Increase trust,strongly disapprove,45-59,female,$25.000 to $49.999,East North Central
liberal,fair amount,Huffington post,no,Increase trust,strongly disapprove,60+,female,$25.000 to $49.999,Pacific
liberal,fair amount,The new york times,yes,Increase trust,somewhat disapprove,60+,male,Prefer not to answer,New England
conservative,fair amount,CNN,no,Increase trust,somewhat approve,45-59,female,Prefer not to answer,Pacific
moderate,none at all,USA Today,no,no change,somewhat disapprove,18-29,female,$0 to $9.999,West South Central
veryliberal,not very much,The wall street journal,no,Increase trust,somewhat approve,45-59,male,$25.000 to $49.999,West South Central
conservative,fair amount,The wall street journal,yes,Increase trust,somewhat approve,60+,female,$50.000 to $74.999,West North Central
very conservative,not very much,Fox News,no,no change,strongly approve,60+,female,$50.000 to $74.999,South Atlantic
conservative,none at all,Fox News,no,Increase trust,somewhat approve,45-59,female,$50.000 to $74.999,New England
conservative,not very much,Fox News,no,Increase trust,strongly approve,45-59,male,$100.000 to $124.999,West North Central
very conservative,none at all,The washington post,no,no change,strongly approve,45-59,male,$75.000 to $99.999,West South Central
conservative,none at all,U.S.News & World Report,no,Increase trust,strongly approve,45-59,female,$100.000 to $124.999,Pacific
moderate,great deal,The wall street journal,no,Increase trust,strongly disapprove,45-59,female,$75.000 to $99.999,South Atlantic
moderate,not very much,Fox News,no,Increase trust,strongly approve,60+,female,$75.000 to $99.999,East North Central
moderate,fair amount,The new york times,no,Increase trust,strongly disapprove,45-59,female,$50.000 to $74.999,Pacific
moderate,not very much,The wall street journal,no,Increase trust,strongly approve,45-59,female,$200.000 and up,East South Central
conservative,not very much,Fox News,yes,Increase trust,somewhat approve,18-29,female,$0 to $9.999,South Atlantic
veryliberal,not very much,The new york times,no,Increase trust,strongly disapprove,30-44,female,$75.000 to $99.999,New England
very conservative,not very much,The wall street journal,no,no change,strongly approve,60+,female,125.000 to $149.999,East South Central
conservative,not very much,The wall street journal,no,Increase trust,somewhat approve,60+,female,$150.000 to $174.999,Pacific
moderate,fair amount,The new york times,yes,Increase trust,somewhat disapprove,45-59,female,$200.000 and up,Pacific
veryliberal,none at all,no,no,Increase trust,strongly disapprove,45-59,male,$10.000 to $24.999,Mountain
moderate,not very much,The new york times,yes,no change,somewhat approve,45-59,female,$10.000 to $24.999,East North Central
conservative,not very much,Fox News,no,no change,strongly approve,30-44,female,$0 to $9.999,South Atlantic
moderate,not very much,The wall street journal,no,Decrease trust,somewhat disapprove,30-44,female,Prefer not to answer,South Atlantic
moderate,not very much,The wall street journal,yes,Increase trust,somewhat approve,60+,male,$25.000 to $49.999,Middle Atlantic
moderate,not very much,no,no,no change,somewhat disapprove,30-44,female,Prefer not to answer,East North Central
very conservative,none at all,The wall street journal,no,Decrease trust,strongly approve,60+,female,$25.000 to $49.999,Pacific
liberal,fair amount,The new york times,no,Decrease trust,strongly disapprove,45-59,male,$25.000 to $49.999,Pacific
moderate,not very much,The wall street journal,yes,Increase trust,somewhat approve,18-29,female,$50.000 to $74.999,East North Central
conservative,not very much,U.S.News & World Report,no,Increase trust,strongly approve,30-44,female,$75.000 to $99.999,South Atlantic
liberal,fair amount,CNN,no,no change,somewhat disapprove,60+,male,$25.000 to $49.999,Pacific
moderate,not very much,The wall street journal,no,no change,somewhat disapprove,60+,male,Prefer not to answer,New England
moderate,fair amount,The new york times,no,Increase trust,strongly disapprove,45-59,female,125.000 to $149.999,West North Central
moderate,none at all,The new york times,yes,no change,somewhat approve,60+,female,$25.000 to $49.999,South Atlantic
liberal,fair amount,USA Today,no,Increase trust,strongly disapprove,30-44,female,$25.000 to $49.999,West North Central
conservative,fair amount,The new york times,no,no change,somewhat disapprove,18-29,female,$25.000 to $49.999,South Atlantic
moderate,none at all,no,no,Increase trust,somewhat approve,60+,male,Prefer not to answer,New England
moderate,not very much,no,no,no change,somewhat disapprove,60+,male,$150.000 to $174.999,Pacific
moderate,not very much,no,no,Increase trust,somewhat approve,45-59,female,Prefer not to answer,Middle Atlantic
very conservative,none at all,yes,yes,Increase trust,somewhat approve,18-29,female,$75.000 to $99.999,Mountain
veryliberal,fair amount,The new york times,yes,Increase trust,strongly disapprove,60+,male,Prefer not to answer,Middle Atlantic
liberal,fair amount,CNN,no,Increase trust,strongly disapprove,60+,female,$25.000 to $49.999,Pacific
liberal,fair amount,The new york times,no,Increase trust,strongly disapprove,60+,female,$25.000 to $49.999,Pacific
moderate,not very much,USA Today,no,Increase trust,somewhat approve,30-44,female,$25.000 to $49.999,New England
moderate,fair amount,CNN,no,no change,somewhat approve,45-59,female,Prefer not to answer,New England
moderate,fair amount,The new york times,no,Decrease trust,somewhat disapprove,18-29,male,$75.000 to $99.999,West North Central
moderate,fair amount,The new york times,no,Increase trust,strongly disapprove,30-44,female,$50.000 to $74.999,Pacific
veryliberal,fair amount,The new york times,yes,Increase trust,strongly disapprove,30-44,female,Prefer not to answer,Pacific
moderate,not very much,The washington post,no,Increase trust,strongly disapprove,60+,female,$25.000 to $49.999,East North Central
liberal,not very much,The wall street journal,yes,Increase trust,somewhat approve,60+,male,$175.000 to $199.999,Pacific
moderate,fair amount,The new york times,no,no change,strongly disapprove,60+,female,$50.000 to $74.999,Pacific
moderate,fair amount,The new york times,no,Increase trust,somewhat approve,45-59,female,$200.000 and up,New England
veryliberal,not very much,The new york times,no,Increase trust,strongly disapprove,45-59,male,$100.000 to $124.999,Middle Atlantic
moderate,great deal,The new york times,yes,Increase trust,strongly disapprove,60+,male,$100.000 to $124.999,Middle Atlantic
conservative,none at all,no,no,Increase trust,strongly approve,60+,male,$25.000 to $49.999,South Atlantic
liberal,fair amount,The new york times,yes,Increase trust,strongly disapprove,60+,female,Prefer not to answer,New England
moderate,fair amount,Huffington post,no,Decrease trust,somewhat approve,45-59,male,$10.000 to $24.999,Mountain
moderate,fair amount,no,no,no change,somewhat disapprove,60+,male,$75.000 to $99.999,Middle Atlantic
liberal,fair amount,The new york times,no,Increase trust,strongly disapprove,60+,female,$50.000 to $74.999,South Atlantic
conservative,not very much,Fox News,no,no change,strongly approve,45-59,female,$100.000 to $124.999,South Atlantic
moderate,great deal,CNN,yes,no change,strongly disapprove,45-59,female,$25.000 to $49.999,Middle Atlantic
moderate,not very much,The new york times,yes,Increase trust,strongly disapprove,60+,female,$50.000 to $74.999,South Atlantic
liberal,not very much,The washington post,no,Increase trust,strongly disapprove,60+,female,$25.000 to $49.999,Middle Atlantic
moderate,fair amount,Fox News,no,Increase trust,strongly approve,45-59,male,$50.000 to $74.999,Middle Atlantic
moderate,not very much,USA Today,no,no change,somewhat approve,45-59,male,$75.000 to $99.999,New England
very conservative,not very much,The new york times,no,no change,somewhat approve,60+,male,$50.000 to $74.999,East North Central
liberal,fair amount,CNN,no,no change,strongly disapprove,30-44,female,Prefer not to answer,Middle Atlantic
conservative,none at all,Fox News,no,Increase trust,strongly approve,45-59,male,$75.000 to $99.999,Pacific
conservative,great deal,The wall street journal,no,Increase trust,strongly approve,60+,female,$50.000 to $74.999,East North Central
moderate,fair amount,CNN,no,no change,strongly disapprove,45-59,male,125.000 to $149.999,East North Central
veryliberal,fair amount,The new york times,yes,Increase trust,strongly disapprove,30-44,female,$75.000 to $99.999,South Atlantic
liberal,fair amount,The new york times,no,Increase trust,somewhat disapprove,45-59,female,$100.000 to $124.999,Mountain
liberal,not very much,The washington post,yes,Increase trust,strongly disapprove,60+,female,$25.000 to $49.999,East North Central
moderate,not very much,The washington post,no,Increase trust,somewhat disapprove,30-44,female,$50.000 to $74.999,Pacific
moderate,not very much,Fox News,no,Increase trust,strongly approve,45-59,male,$50.000 to $74.999,Middle Atlantic
very conservative,not very much,The wall street journal,no,Increase trust,strongly approve,60+,male,$150.000 to $174.999,West South Central
moderate,not very much,The washington post,no,Increase trust,strongly disapprove,30-44,female,125.000 to $149.999,South Atlantic
moderate,not very much,Fox News,no,no change,somewhat approve,30-44,female,$200.000 and up,East South Central
moderate,fair amount,Fox News,no,no change,somewhat approve,60+,female,$10.000 to $24.999,East North Central
conservative,none at all,no,no,Increase trust,somewhat approve,60+,male,$200.000 and up,East North Central
conservative,fair amount,The new york times,no,Increase trust,somewhat disapprove,18-29,female,$50.000 to $74.999,East North Central
moderate,fair amount,The washington post,no,Increase trust,strongly disapprove,60+,female,$100.000 to $124.999,East North Central
liberal,great deal,no,no,Increase trust,somewhat disapprove,30-44,male,$75.000 to $99.999,South Atlantic
moderate,not very much,USA Today,no,Increase trust,strongly approve,60+,male,$200.000 and up,South Atlantic
conservative,fair amount,Fox News,yes,Increase trust,somewhat approve,60+,female,$50.000 to $74.999,East North Central
conservative,fair amount,Fox News,no,Increase trust,strongly approve,60+,female,$50.000 to $74.999,East South Central
conservative,fair amount,The new york times,yes,Increase trust,strongly disapprove,45-59,female,$175.000 to $199.999,Middle Atlantic
liberal,none at all,Huffington post,no,Increase trust,somewhat approve,60+,female,Prefer not to answer,West North Central
conservative,not very much,USA Today,yes,Increase trust,strongly approve,60+,female,Prefer not to answer,Mountain
conservative,fair amount,CNN,no,no change,strongly disapprove,30-44,female,$0 to $9.999,Pacific
moderate,not very much,The wall street journal,no,Increase trust,somewhat approve,45-59,male,$200.000 and up,Middle Atlantic
moderate,fair amount,The new york times,no,no change,somewhat approve,60+,female,$200.000 and up,Pacific
conservative,not very much,Fox News,no,no change,somewhat approve,45-59,male,$100.000 to $124.999,New England
moderate,not very much,The wall street journal,no,Increase trust,strongly disapprove,60+,female,Prefer not to answer,South Atlantic
liberal,not very much,The new york times,no,Increase trust,strongly disapprove,45-59,female,$50.000 to $74.999,West South Central
liberal,not very much,The wall street journal,yes,Increase trust,strongly disapprove,60+,female,$50.000 to $74.999,Mountain
conservative,not very much,The new york times,yes,Increase trust,strongly disapprove,30-44,female,$10.000 to $24.999,Middle Atlantic
conservative,none at all,Fox News,yes,Increase trust,somewhat approve,60+,female,$50.000 to $74.999,South Atlantic
moderate,not very much,Breitbart,no,Increase trust,somewhat approve,60+,male,Prefer not to answer,Pacific
liberal,fair amount,CNN,no,Increase trust,strongly disapprove,60+,male,Prefer not to answer,Middle Atlantic
conservative,none at all,no,no,Increase trust,somewhat approve,45-59,female,Prefer not to answer,South Atlantic
moderate,fair amount,The new york times,yes,Increase trust,strongly disapprove,60+,female,$50.000 to $74.999,Pacific
conservative,not very much,Fox News,no,Increase trust,strongly approve,60+,female,$100.000 to $124.999,South Atlantic
liberal,not very much,The new york times,no,Increase trust,strongly disapprove,18-29,female,$10.000 to $24.999,Pacific
moderate,not very much,no,no,Increase trust,somewhat approve,45-59,male,$50.000 to $74.999,West South Central
liberal,fair amount,The new york times,no,Increase trust,strongly disapprove,18-29,female,$0 to $9.999,South Atlantic
moderate,not very much,The wall street journal,yes,Increase trust,strongly approve,60+,female,$75.000 to $99.999,Middle Atlantic
liberal,not very much,The new york times,no,Increase trust,strongly disapprove,45-59,female,$25.000 to $49.999,South Atlantic
moderate,fair amount,The new york times,no,no change,somewhat disapprove,60+,female,$50.000 to $74.999,Pacific
moderate,not very much,Huffington post,no,Increase trust,strongly disapprove,60+,male,$10.000 to $24.999,East North Central
veryliberal,great deal,The new york times,no,Increase trust,strongly disapprove,30-44,female,$75.000 to $99.999,Pacific
liberal,fair amount,no,no,no change,strongly disapprove,60+,female,$75.000 to $99.999,Pacific
liberal,fair amount,The new york times,no,Increase trust,strongly disapprove,60+,female,$100.000 to $124.999,West South Central
moderate,fair amount,no,no,no change,somewhat approve,30-44,female,$25.000 to $49.999,New England
moderate,not very much,Time,no,Increase trust,somewhat approve,30-44,female,$175.000 to $199.999,West North Central
conservative,none at all,Fox News,no,no change,strongly approve,60+,male,$50.000 to $74.999,West North Central
conservative,none at all,no,no,Increase trust,strongly approve,60+,male,$75.000 to $99.999,South Atlantic
liberal,fair amount,CNN,no,Increase trust,strongly disapprove,60+,male,$10.000 to $24.999,West South Central
conservative,fair amount,The new york times,yes,Increase trust,somewhat approve,45-59,female,$10.000 to $24.999,East North Central
conservative,not very much,no,no,no change,somewhat approve,18-29,female,$25.000 to $49.999,Middle Atlantic
conservative,not very much,The wall street journal,no,Increase trust,somewhat approve,45-59,male,$50.000 to $74.999,West North Central
veryliberal,fair amount,no,no,Increase trust,strongly disapprove,30-44,female,$50.000 to $74.999,Pacific
moderate,fair amount,U.S.News & World Report,no,Increase trust,strongly disapprove,60+,female,$10.000 to $24.999,Pacific
moderate,fair amount,The new york times,no,no change,somewhat approve,30-44,female,Prefer not to answer,New England
moderate,not very much,Fox News,no,Increase trust,strongly approve,30-44,female,$50.000 to $74.999,South Atlantic
moderate,not very much,Fox News,no,no change,somewhat disapprove,60+,female,$10.000 to $24.999,East North Central
liberal,fair amount,Fox News,no,Increase trust,somewhat approve,45-59,female,$75.000 to $99.999,East North Central
liberal,fair amount,The new york times,no,Increase trust,somewhat disapprove,60+,female,$75.000 to $99.999,East South Central
veryliberal,fair amount,The new york times,no,Increase trust,strongly disapprove,30-44,female,$50.000 to $74.999,East North Central
liberal,not very much,Time,no,Increase trust,somewhat disapprove,45-59,female,$50.000 to $74.999,South Atlantic
moderate,none at all,no,no,no change,strongly approve,45-59,female,$50.000 to $74.999,Pacific
very conservative,fair amount,The wall street journal,no,Increase trust,strongly approve,60+,female,$25.000 to $49.999,East North Central
conservative,none at all,Fox News,no,Increase trust,strongly approve,60+,male,$100.000 to $124.999,Pacific
moderate,fair amount,The new york times,no,Increase trust,strongly disapprove,30-44,male,$75.000 to $99.999,Pacific
conservative,not very much,no,no,Increase trust,strongly disapprove,60+,male,$25.000 to $49.999,East North Central
moderate,none at all,The wall street journal,yes,Increase trust,somewhat disapprove,45-59,female,$10.000 to $24.999,West South Central
conservative,not very much,The wall street journal,no,Increase trust,strongly approve,45-59,male,$75.000 to $99.999,West South Central
conservative,fair amount,no,no,Increase trust,strongly disapprove,60+,female,$50.000 to $74.999,Pacific
moderate,great deal,no,no,Increase trust,strongly disapprove,60+,female,$10.000 to $24.999,Pacific
moderate,none at all,The wall street journal,yes,no change,somewhat approve,30-44,male,$100.000 to $124.999,West South Central
moderate,great deal,The new york times,no,Increase trust,strongly disapprove,60+,male,125.000 to $149.999,Pacific
liberal,not very much,no,no,Increase trust,strongly disapprove,60+,male,Prefer not to answer,Pacific
moderate,fair amount,The new york times,yes,Increase trust,strongly disapprove,60+,female,Prefer not to answer,Pacific
veryliberal,fair amount,The new york times,no,Increase trust,strongly disapprove,30-44,female,Prefer not to answer,Pacific
moderate,none at all,no,no,Increase trust,strongly disapprove,60+,female,Prefer not to answer,Pacific
liberal,fair amount,The new york times,yes,Increase trust,strongly disapprove,60+,female,Prefer not to answer,Pacific
moderate,fair amount,USA Today,no,Increase trust,strongly disapprove,60+,female,$25.000 to $49.999,South Atlantic
conservative,not very much,no,no,Increase trust,strongly disapprove,60+,male,$50.000 to $74.999,Middle Atlantic
moderate,none at all,no,no,Decrease trust,strongly approve,45-59,female,Prefer not to answer,East North Central
liberal,fair amount,The new york times,no,Increase trust,strongly disapprove,60+,male,$100.000 to $124.999,Middle Atlantic
moderate,not very much,The new york times,no,Increase trust,strongly disapprove,30-44,female,Prefer not to answer,Middle Atlantic
moderate,not very much,The wall street journal,no,Increase trust,somewhat approve,45-59,female,$75.000 to $99.999,South Atlantic
very conservative,none at all,The wall street journal,no,Increase trust,strongly approve,60+,male,$150.000 to $174.999,South Atlantic
liberal,not very much,The new york times,no,Increase trust,strongly disapprove,18-29,female,$25.000 to $49.999,West South Central
conservative,not very much,The new york times,no,Increase trust,strongly disapprove,45-59,female,Prefer not to answer,New England
moderate,fair amount,The new york times,no,no change,strongly disapprove,60+,female,$100.000 to $124.999,East South Central
veryliberal,not very much,The washington post,yes,Increase trust,somewhat approve,60+,female,$25.000 to $49.999,Pacific
liberal,fair amount,The new york times,no,Increase trust,strongly disapprove,45-59,female,$50.000 to $74.999,South Atlantic
moderate,not very much,The wall street journal,no,Increase trust,somewhat disapprove,45-59,female,$10.000 to $24.999,West South Central
moderate,not very much,The new york times,no,Increase trust,somewhat approve,30-44,female,Prefer not to answer
veryliberal,fair amount,The new york times,yes,Increase trust,strongly disapprove,60+,female,Prefer not to answer,South Atlantic
veryliberal,not very much,yes,yes,Increase trust,strongly disapprove,30-44,female,$25.000 to $49.999,South Atlantic
